loc,popgroup1,popgroup2,popgroup3,popgroup4,popgroup5,popgroup6,popgroup7,popgroup8,popgroup9,popgroup10,popgroup11,popgroup12,popgroup13,popgroup14,popgroup15,popgroup16,popgroup17,popgroup18,popgroup19,popgroup20,popgroup21
loc115,1.021220776741697e-20,8.97634341570751e-19,3.7477696206449396e-17,9.88266237547583e-16,1.8459192997125543e-14,2.5960467596076957e-13,2.8523468881802247e-12,2.5071606250238143e-11,1.7905454350224885e-10,1.0492377418766208e-9,5.072434071720329e-9,2.0266257092529965e-8,6.680125672505997e-8,1.806679386148791e-7,3.9700951502118326e-7,6.979281713213706e-7,9.585407313419526e-7,9.912232126178198e-7,7.260558605217313e-7,3.358893638024198e-7,7.381014830098378e-8
loc116,3.0336346007856203e-21,2.7981300448946727e-19,1.2259312902761751e-17,3.392282487228293e-16,6.648988324064767e-15,9.812511496487497e-14,1.1313443627606655e-12,1.0435167939286512e-11,7.820372467761289e-11,4.808845283837218e-10,2.439540990387797e-9,1.0227984578433433e-8,3.5377403734066756e-8,1.0040312321476899e-7,2.3152178215180554e-7,4.270969578991216e-7,6.155327000691474e-7,6.679390423900756e-7,5.134051362530167e-7,2.492362646757614e-7,5.747194143668173e-8
loc117,2.1444604054556592e-23,2.5878146007030767e-21,1.483344055000099e-19,5.3700493517572075e-18,1.3770583349401566e-16,2.6588108830451263e-15,4.010629903767365e-14,4.83980333541311e-13,4.745327721855324e-12,3.8175969838370715e-11,2.533774115895128e-10,1.3898257099411886e-9,6.289364078724018e-9,2.335277536577935e-8,7.045205043744164e-8,1.7003516997343986e-7,3.2060767359213896e-7,4.55166314707443e-7,4.5772432696492307e-7,2.907137148159333e-7,8.770425346993693e-8
loc118,2.780021533757688e-25,4.196876256567247e-23,3.0095237742049986e-21,1.363003708945721e-19,4.372541866215356e-18,1.0561654672860584e-16,1.99305820064445e-15,3.0088323197033334e-14,3.690620243400734e-13,3.714378056297235e-12,3.0840882653971854e-11,2.1163238317385732e-10,1.1980953833600653e-9,5.565267425747252e-9,2.1004098742533072e-8,6.341792841005738e-8,1.4959259012976413e-7,2.656862998871197e-7,3.342457693676789e-7,2.655769154612409e-7,1.002324475959262e-7
loc119,9.686394678694933e-26,1.5126606461353205e-23,1.1220558272466996e-21,5.256722699032863e-20,1.7444292085703234e-18,4.358656860558708e-17,8.508285231083581e-16,1.3286830303809735e-14,1.6858700897542568e-13,1.7551417383923717e-12,1.507489275697529e-11,1.0700668202710357e-10,6.266449056063676e-10,3.0110467604051877e-9,1.1755384973513791e-8,3.671522546715107e-8,8.958711955075215e-8,1.6459096634133046e-7,2.1419241949872924e-7,1.7604749234341265e-7,6.873045192563043e-8
loc120,3.515016871234287e-26,5.6612825345074366e-24,4.331076500359928e-22,2.092688198548517e-20,7.162273073802163e-19,1.8456879358693247e-17,3.7158288488594604e-16,5.984710097815302e-15,7.831661409750411e-14,8.409110506796718e-13,7.4490375730074e-12,5.453369183991245e-11,3.2936965361609053e-10,1.6322536098218968e-9,6.572264936189742e-9,2.1170566206893527e-8,5.327701878081322e-8,1.0095048388555506e-7,1.3549228737904636e-7,1.1485459884639499e-7,4.624617450474923e-8
loc121,1.8856196384925614e-26,3.0622257453838448e-24,2.3621850897323e-22,1.1508488535242644e-20,3.971552744401971e-19,1.0319613406470621e-17,2.0948674649574126e-16,3.4020419353968586e-15,4.488964212816049e-14,4.860019310356512e-13,4.340940120311692e-12,3.204381569236735e-11,1.9514552814044803e-10,9.751206498659114e-10,3.958963273820644e-9,1.2858626432014111e-8,3.262854563376563e-8,6.233929712608193e-8,8.436528268643446e-8,7.210963145125075e-8,2.927631392520513e-8
loc122,9.58324538161265e-27,1.5731097307221538e-24,1.2265889164013525e-22,6.040413919764011e-21,2.1070364229251364e-19,5.533990823191061e-18,1.1355201796241646e-16,1.863980074459447e-15,2.4860567839442354e-14,2.720609398464129e-13,2.4562654103967396e-12,1.8327322437444972e-11,1.1281755859976581e-10,5.698226986866017e-10,2.338439631865627e-9,7.677194923240348e-9,1.969105577866849e-8,3.802738710066549e-8,5.201895800071201e-8,4.4942213291256016e-8,1.8443395278262293e-8
loc123,4.8295889871498e-27,8.012602536298117e-25,6.314378883662737e-23,3.142789690365067e-21,1.107994697085607e-19,2.941176532808824e-18,6.099504173437018e-17,1.0119474501925523e-15,1.3640954419029648e-14,1.5087487605572066e-13,1.3767118273839825e-12,1.038206611671128e-11,6.459196335349223e-11,3.297300681392444e-10,1.3676091212398678e-9,4.537905127193054e-9,1.1763562537481368e-8,2.2960607127662033e-8,3.17442849684095e-8,2.7718860693683307e-8,1.1496848597698984e-8
loc124,2.588709320495284e-27,4.323279724761236e-25,3.4295488603192936e-23,1.7182576972442183e-21,6.097857641603766e-20,1.6293985020385016e-18,3.4014757140015785e-17,5.680642037398474e-16,7.708162146266008e-15,8.582022157602428e-14,7.882833794322497e-13,5.983974549303908e-12,3.7475812228615294e-11,1.9257404023898604e-10,8.040217542861012e-10,2.6855166171434127e-9,7.007739007164858e-9,1.3768576499053449e-8,1.9161868022386092e-8,1.6842800032037923e-8,7.032088858936251e-9
loc125,1.0605590527116397e-27,1.8088737202656495e-25,1.465464332762381e-23,7.49842240111813e-22,2.717704476622707e-20,7.416442027840979e-19,1.5811716292146484e-17,2.696822774746203e-16,3.737224357564984e-15,4.2494361251276496e-14,3.986276221178484e-13,3.090424243607183e-12,1.9766180809686698e-11,1.0373201081722465e-10,4.4230943066733725e-10,1.5087927509819612e-9,4.020897559877331e-9,8.068215265220423e-9,1.146752313114834e-8,1.029412453218904e-8,4.389376360469768e-9
loc126,2.4672444397072248e-28,4.4324182659868016e-26,3.7823603531223915e-24,2.0385093809002531e-22,7.782160899211433e-21,2.236911207556288e-19,5.023279177467516e-18,9.024348792939308e-17,1.3172487624282615e-15,1.5776297858103156e-14,1.5588213441190845e-13,1.2729232528487951e-12,8.575551209564916e-12,4.740315422395329e-11,2.12900071093656e-10,7.649523077311186e-10,2.1472516355372327e-9,4.5382934417954775e-9,6.794224366289819e-9,6.424137688459777e-9,2.885249711710983e-9
loc127,8.751541992917785e-29,1.6164648530171248e-26,1.4182133228615841e-24,7.858587637498451e-23,3.084502454696991e-21,9.115632076902895e-20,2.1046432270555388e-18,3.887408421771823e-17,5.833983895825735e-16,7.183823474234176e-15,7.297935599437228e-14,6.127157313647986e-13,4.2439668579694154e-12,2.4119611479558653e-11,1.113760987968942e-10,4.1143731999923763e-10,1.1874228270581934e-9,2.5802878236478295e-9,3.971628257978373e-9,3.860972214031788e-9,1.7828646333151336e-9
loc128,3.567361132186811e-30,7.62520364643645e-28,7.741933332564824e-26,4.9644947139192495e-24,2.2549574828350243e-22,7.711923467701198e-21,2.0605212357245239e-19,4.4043463664064174e-18,7.649080046059721e-17,1.0899895076101625e-15,1.2814137433855415e-14,1.24500491929673e-13,9.97945228140523e-13,6.5633825121219244e-12,3.507293375265202e-11,1.4993618668374363e-10,5.007614150337009e-10,1.2592625939390455e-9,2.2430524429970103e-9,2.523423814398707e-9,1.3484491587807383e-9
loc129,7.639055976335857e-33,2.2085891273730073e-30,3.033079382601616e-28,2.630754179950235e-26,1.616271968726846e-24,7.476694938360944e-23,2.7020595216055336e-21,7.812142363427526e-20,1.835138117887701e-18,3.5371439498545825e-17,5.624587294020696e-16,7.391681036609999e-15,8.014007107539546e-14,7.129213154179281e-13,5.152960885422615e-12,2.97962822122995e-11,1.3460380676879564e-10,4.5783991704411185e-10,1.1030816133055844e-9,1.6785306741254401e-9,1.2132338761227804e-9
loc130,8.198801027515858e-34,2.590409002966487e-31,3.88758541713804e-29,3.684844734208754e-27,2.473979640649413e-25,1.2506451346310142e-23,4.939262468670397e-22,1.5605586626530188e-20,4.006097015416423e-19,8.438168573400285e-18,1.4663204134665216e-16,2.1058342929597467e-15,2.4950166918909247e-14,2.425538030419224e-13,1.9158702382058235e-12,1.2106373839072558e-11,5.976571239037602e-11,2.2215248148537517e-10,5.84908478426454e-10,9.72640411138902e-10,7.682636977063718e-10
loc131,3.4152272048994344e-35,1.2383827657175872e-32,2.1329653831155987e-30,2.3202798044006003e-28,1.787864464549104e-26,1.037265356593672e-24,4.701486401983543e-23,1.7047884032779715e-21,5.0226064521083504e-20,1.2141523625621863e-18,2.4214258636362535e-17,3.9910189892120177e-16,5.426881768072579e-15,6.054834782769671e-14,5.488802497160738e-13,3.980548296851414e-12,2.2552683326307934e-11,9.620875489947517e-11,2.9071580705703433e-10,5.548177456918987e-10,5.029509701385757e-10
loc132,1.4141652113190521e-36,5.877930902794102e-34,1.1604927009378606e-31,1.4470648524044287e-29,1.2781188991007697e-27,8.499934253042046e-26,4.41621192999367e-24,1.8355838744176992e-22,6.199004199560764e-21,1.7177303877228518e-19,3.926829232056853e-18,7.418970797739708e-17,1.1563764978603263e-15,1.4789048141962506e-14,1.5367547299418453e-13,1.2774940360348298e-12,8.296658883587309e-12,4.0570338933730384e-11,1.4052439267507973e-10,3.0741315151117874e-10,3.1943814780796524e-10
loc133,6.5770083650630434e-37,2.757790520468757e-34,5.49272383887162e-32,6.909424875384476e-30,6.15649759006625e-28,4.130347355703396e-26,2.1648582743768575e-24,9.077418327378985e-23,3.092563315956003e-21,8.644904920598763e-20,1.9936815546507e-18,3.799845950308848e-17,5.974893081709771e-16,7.708673603538109e-15,8.08076628811666e-14,6.776655716562401e-13,4.439850313178113e-12,2.1901924770008476e-11,7.653038833430433e-11,1.688936013404514e-10,1.770459861426909e-10
loc134,3.5320732462654884e-37,1.4820427306469264e-34,2.953829064695207e-32,3.718241883177573e-30,3.315336364867441e-28,2.225761389018229e-26,1.1673998728072837e-24,4.898359616640151e-23,1.6699561211137096e-21,4.671376001640057e-20,1.0780490945277065e-18,2.0561125440915917e-17,3.235259899322042e-16,4.17692654730879e-15,4.3815510001316966e-14,3.676959879339881e-13,2.4106820909901496e-12,1.1900139162576587e-11,4.1610393079642545e-11,9.189232541099368e-11,9.639406050086848e-11
loc135,6.646927733015038e-38,2.946719939559507e-35,6.20512273746808e-33,8.252576061760657e-31,7.774390928821369e-29,5.514476146108988e-27,3.0558510391299413e-25,1.354721692640304e-23,4.879680188334962e-22,1.4421751408769794e-20,3.516402657077451e-19,7.085880494056336e-18,1.1779937765906244e-16,1.6068581500339358e-15,1.7808832670281357e-14,1.5790044495035591e-13,1.093758105928824e-12,5.704535192360666e-12,2.1074482668831467e-11,4.917237967953499e-11,5.4497821210533584e-11
loc136,1.6017669641671406e-39,8.343520674151865e-37,2.0643958159165744e-34,3.225999078840174e-32,3.570862993736033e-30,2.9760702903038836e-28,1.9377743884072922e-26,1.0093765843101356e-24,4.271954411861077e-23,1.4834925325911564e-21,4.250089426793182e-20,1.0062952009399888e-18,1.9656522299675632e-17,3.150455405392269e-16,4.102639521840785e-15,4.274087109402961e-14,3.4786714217597827e-13,2.1317903786574445e-12,9.253654191063397e-12,2.5369369801501294e-11,3.3036931427021343e-11
loc137,4.633280852080141e-45,4.499723993609598e-42,2.0757580677519888e-39,6.047769613317725e-37,1.248105860070696e-34,1.9394056399938643e-32,2.3543765126239053e-30,2.2865103200226576e-28,1.804237831172805e-26,1.1681531249375977e-24,6.239642591863394e-23,2.7544461256130153e-21,1.0031428902287449e-19,2.9976207598152035e-18,7.278031748618742e-17,1.413647699375236e-15,2.1451539532908387e-14,2.450963194782788e-13,1.9835940318019497e-12,1.0139030775309917e-11,2.4616919148730935e-11
loc138,1.7714239737621376e-47,2.2096089879624098e-44,1.3091877930976838e-41,4.899097828763577e-39,1.298577746255154e-36,2.591676845018115e-34,4.040952741598564e-32,5.040535540909641e-30,5.10849486077183e-28,4.248098827652293e-26,2.9144070644300583e-24,1.6524199892620671e-22,7.729379261210496e-21,2.966567034797381e-19,9.25096600329938e-18,2.307862818951501e-16,4.498035993280961e-15,6.600805112420215e-14,6.861334214838766e-13,4.504513399829233e-12,1.4046910059483257e-11
loc139,3.50995095470666e-48,4.59635191425677e-45,2.8590325951413625e-42,1.1231883389121708e-39,3.1255305255768946e-37,6.548712913513252e-35,1.0719590360508539e-32,1.4037520839857393e-30,1.4935714665459287e-28,1.3039080712570844e-26,9.391217256797936e-25,5.58999515332548e-23,2.7450794813692478e-21,1.106072990043397e-19,3.62106249538648e-18,9.483709457532409e-17,1.940485898248984e-15,2.9895360155103944e-14,3.2623816697507294e-13,2.2485025883770023e-12,7.36114927933641e-12
loc140,7.417797439417033e-57,2.574172530037075e-53,4.2432043036298324e-50,4.417513438570356e-47,3.2576130454775036e-44,1.8087650591478663e-41,7.846118350117833e-39,2.7228112508125863e-36,7.6772129619930655e-34,1.7761310663452626e-31,3.390005336408766e-29,5.3473718169245584e-27,6.958799639369576e-25,7.430424968306436e-23,6.446386544028975e-21,4.474134349223843e-19,2.4260052073095113e-17,9.904566786263996e-16,2.8642895629678923e-14,5.231497249321796e-13,4.5386708858509914e-12
